Номер постамата|Дата ввода в эксплуатацию|Адрес постамата|Режим работы|Аренда|Точность|Широта|Долгота
PS11466|2021-11-24 00:00:00|Свердловская область,город Нижняя Салда,улица Ломоносова, зд 23А|ПН-ВС 09:00-22:00|ДА|93.96|58.07142516863635|60.6922174553927
PS11467|2021-11-24 00:00:00|Свердловская область,город Нижняя Салда, пер Добровольцев, зд 7|ПН-ВС 09:00-22:00|ДА|93.77|58.07206999886412|60.73535003733605
PS11480|2021-11-24 00:00:00|Камчатский край,город Петропавловск-Камчатский,улица Лукашевского, дом 2|ПН-ПТ 09:00-18:30, СБ 10:00-16:00, ВС выходной|НЕТ|96.83|53.05908999548251|158.6324999661336
PS10041|2021-11-25 00:00:00|г Санкт-Петербург, Ланское шоссе, дом 47|ПН-ВС 11:00-23:00|ДА|100.0|59.99368001706603|30.31550001833378
PS10181|2021-11-25 00:00:00|Ростовская область,город Таганрог,улица Лизы Чайкиной, дом 43 корпус 1|ПН-ВС 08:00-21:00|ДА|91.86|47.2654899802364|38.91906999932559
PS10419|2021-11-25 00:00:00|Саратовская область,город Энгельс, проспект Фридриха Энгельса, дом 11А|ПН-ПТ 09:00-18:00, СБ-ВС выходной|НЕТ|96.67|51.48290000924976|46.13276000420225
PS10550|2021-11-25 00:00:00|г Санкт-Петербург,город Ломоносов,улица Швейцарская, дом 4 строение 1|ПН-ВС 10:00-22:00|ДА|90.34|59.90459999996452|29.7791800041586
PS10807|2021-11-25 00:00:00|Ростовская область,город Таганрог,улица Дзержинского, дом 165|ПН-ВС 09:00-21:00|ДА|96.23|47.25184000900566|38.91683999398577
PS10811|2021-11-25 00:00:00|Ростовская область,город Азов,улица Кондаурова, дом 69А|ПН-ВС 08:00-21:00|ДА|95.74|47.09472999307081|39.43209997351846
PS10901|2021-11-25 00:00:00|Волгоградская обл., Волгоград, пр-т Университетский 25|ПН-ВС 09:00-19:00|ДА|100.0|48.67476999697962|44.44441998584401
PS10931|2021-11-25 00:00:00|Ленинградская область, Всеволожский район ,город Мурино, Охтинская аллея, дом 16|ПН-ВС 10:00-21:00|ДА|99.25|60.04993997982234|30.42642000616826
PS10936|2021-11-25 00:00:00|Кировская область,город Киров,улица Милицейская, дом 64|ПН-ВС 00:00-23:59|ДА|95.74|58.58708273075533|49.66526816082008
PS10974|2021-11-25 00:00:00|Кемеровская область - Кузбасс,город Кемерово, проспект Шахтеров, дом 54|ПН-ВС 08:00-23:00|ДА|96.61|55.39968997957172|86.11817002581347
PS11007|2021-11-25 00:00:00|Волгоградская область,город Волгоград,улица Невская, дом 12В|ПН-ВС 09:00-20:00|ДА|96.15|48.71817999925381|44.50887003192159
PS11096|2021-11-25 00:00:00|Красноярский край,город Красноярск,улица Водопьянова, дом 8|ПН-ВС 10:00-20:00|ДА|96.08|56.06121002047379|92.91037996900752
PS11146|2021-11-25 00:00:00|Свердловская область,город Екатеринбург,улица Варшавская, строение 26|ПН-ВС 09:00-22:00|ДА|86.9|56.78428998532905|60.73629995842293
PS11177|2021-11-25 00:00:00|Свердловская область,город Екатеринбург,улица Амундсена, дом 65|ПН-ВС 09:00-22:00|ДА|96.36|56.79590001087445|60.58079000589476
PS11178|2021-11-25 00:00:00|Свердловская область,город Екатеринбург, Чкаловский район ,улица Патриса Лумумбы, дом 4Б|ПН-ВС 09:00-22:00|ДА|99.33|56.77312998416514|60.59949003187916
PS11320|2021-11-25 00:00:00|Саратовская область,город Саратов, Мирный пер, дом 11|ПН-ВС 09:00-21:00|ДА|95.45|51.5320400062632|46.01623000857245
PS11322|2021-11-25 00:00:00|Саратовская область,город Саратов, Волжский район ,улица Московская, дом 59|ПН-ВС 09:00-21:00|ДА|99.21|51.53310999811305|46.0371199743995
PS11323|2021-11-25 00:00:00|Саратовская область,город Саратов,улицаимени Чапаева В.И., дом 35|ПН-ВС 09:00-21:00|ДА|79.58|51.52683999926171|46.01738000568812
PS11335|2021-11-25 00:00:00|Тюменская область, Голышмановский район , село Голышманово,улица Советская, влд 14|ПН-ВС 09:00-22:00|ДА|98.0|56.39278000518343|68.37472002411945
PS11356|2021-11-25 00:00:00|Тверская область,город Тверь, бульвар Гусева, дом 46|ПН-ПТ 09:00-19:00, СБ 10:00-17:00, ВС 10:00-16:00|ДА|95.35|56.81630001255138|35.89028999018032
PS11369|2021-11-25 00:00:00|Самарская область,город Самара,улица Венцека, дом 43|ПН-ВС 09:00-20:00|ДА|95.45|53.18508093328639|50.0892537495919
PS11370|2021-11-25 00:00:00|Мурманская область,город Мурманск,улица Александра Невского, дом 81|ПН-ВС 09:00-21:00|ДА|96.55|69.00864000851692|33.09061002595845
PS11411|2021-11-25 00:00:00|Свердловская область,город Серов,улица Победы, дом 21|ПН-ВС 09:00-22:00|ДА|95.56|59.61555989495056|60.57254079639115
PS11415|2021-11-25 00:00:00|Свердловская область,город Краснотурьинск,улица Рюмина, дом 1|ПН-ВС 09:00-22:00|ДА|96.23|59.75915000762751|60.16546997249381
PS11416|2021-11-25 00:00:00|Свердловская область,город Краснотурьинск,улица Ленина, дом 100|ПН-ВС 09:00-22:00|ДА|96.36|59.76002998173237|60.22198000933136
PS11417|2021-11-25 00:00:00|Свердловская область,город Краснотурьинск,улица Ленина, дом 84/1|ПН-ВС 09:00-22:00|ДА|95.64|59.76164001960385|60.21324003125227
PS11421|2021-11-25 00:00:00|Свердловская область,город Краснотурьинск,улица Попова, дом 65|ПН-ВС 09:00-22:00|ДА|96.3|59.76642000943721|60.2118899581078
PS11493|2021-11-25 00:00:00|Кемеровская область - Кузбасс,город Кемерово,улица Дружбы, дом 35|ПН-ВС 10:00-20:00|ДА|96.3|55.31364002046811|86.10219001122852
PS9615|2021-11-25 00:00:00|Краснодарский край, Динской район , станица Динская,улица Красная, дом 74|ПН-ВС 08:00-21:00|ДА|98.83|45.2165899915698|39.22654000074908
PS10681|2021-11-26 00:00:00|Мурманская область,город Мурманск,улица Крупской, дом 1|ПН-ПТ 09:00-21:00, СБ-ВС 10:00-20:00|ДА|95.74|68.88932001259613|33.0954899699872
PS10984|2021-11-26 00:00:00|Кемеровская область - Кузбасс, Новокузнецкий район , поселок Кузедеево,улица Ленинская, зд 6|ПН-ВС 08:00-22:00|ДА|97.64|53.33660942674472|87.18614336905966
PS11168|2021-11-26 00:00:00|Калининградская область,город Калининград,улица У.Громовой, дом 102|ПН-ВС 10:00-20:00|ДА|85.34|54.71667000000008|20.41667000000007
PS11183|2021-11-26 00:00:00|Свердловская область,город Нижний Тагил,улица Садовая, дом 81|ПН-ВС 09:00-22:00|ДА|96.15|57.90466998140545|59.99661996960484
PS11332|2021-11-26 00:00:00|Ростовская область,город Ростов-на-Дону,улица Орская, дом 100/99|ПН-ВС 09:00-21:00|ДА|94.72|47.30649001770956|39.78430997570246
PS11336|2021-11-26 00:00:00|Тюменская область, Вагайский район , село Вагай,улица Ленина, дом 28|ПН-ВС 09:00-22:00|ДА|99.27|57.93755082424263|69.01721994466178
PS11362|2021-11-26 00:00:00|Кемеровская область - Кузбасс,город Прокопьевск, проспект Ленина, дом 5|ПН-ВС 08:00-22:00|ДА|96.61|53.86375999258075|86.64045001689368
PS11366|2021-11-26 00:00:00|Самарская область,город Чапаевск,улица Железнодорожная, дом 33А|ПН-ВС 10:00-20:00|ДА|96.36|52.97796000399532|49.70664996174474
PS11379|2021-11-26 00:00:00|Камчатский край,город Петропавловск-Камчатский, проспект Победы, дом 12|ПН-ВС 06:00-22:00|НЕТ|96.72|53.07093002045104|158.6035699949616
PS11395|2021-11-26 00:00:00|Ленинградская область,город Сосновый Бор, проспект Героев, дом 76|ПН-ВС 09:00-20:00|ДА|96.36|59.90617998871309|29.07810999503272
PS11397|2021-11-26 00:00:00|Свердловская область,город Полевской,улица Карла Маркса, дом 9|ПН-ВС 09:00-22:00|ДА|96.23|56.44152999224212|60.16717996456063
PS11401|2021-11-26 00:00:00|Свердловская область,город Полевской,улица Коммунистическая, дом 2|ПН-ВС 09:00-22:00|ДА|96.55|56.49580000736555|60.23770001727979
PS11403|2021-11-26 00:00:00|Свердловская область,город Полевской,улица Розы Люксембург, дом 112|ПН-ВС 09:00-22:00|ДА|96.55|56.496180000946|60.26474003692377
PS11404|2021-11-26 00:00:00|Свердловская область,город Полевской,улица Коммунистическая, дом 25|ПН-ВС 09:00-22:00|ДА|96.61|56.49864998017375|60.24949000228639
PS11439|2021-11-26 00:00:00|Свердловская область,город Нижний Тагил,улица Красноармейская, дом 42А|ПН-ВС 09:00-22:00|ДА|96.72|57.90874999850465|59.96031995860875
PS11453|2021-11-26 00:00:00|Свердловская область,город Красноуфимск,улица 3-я Садовая, дом 5|ПН-ВС 09:00-22:00|ДА|96.3|56.59690998336157|57.77028003603698
PS11479|2021-11-26 00:00:00|Камчатский край,город Петропавловск-Камчатский,улица Ленинградская, дом 104|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.97|53.03903000570787|158.6592499719277
PS11570|2021-11-26 00:00:00|Свердловская область,город Асбест,улица Ленинградская, дом 26/2|ПН-ВС 09:00-22:00|ДА|95.56|57.01338998834294|61.45261002772145
PS11393|2021-11-27 00:00:00|Ленинградская область,город Сосновый Бор,улица Ленинградская, дом 62|ПН-ВС 09:00-21:00|ДА|96.61|59.89980001929206|29.0746800364343
PS11455|2021-11-27 00:00:00|Свердловская область,город Красноуфимск,улица Советская, дом 63|ПН-ВС 09:00-22:00|ДА|96.36|56.6123800010478|57.76342003502111
PS11457|2021-11-27 00:00:00|Свердловская область,город Красноуфимск,улица Ленина, дом 81|ПН-ВС 09:00-22:00|ДА|95.05|56.62150146850163|57.7695758226633
PS11390|2021-11-28 00:00:00|г Санкт-Петербург, линия 10-я В.О., дом 25/42|ПН-ВС 09:00-20:00|ДА|94.84|59.9410889102387|30.27435876567763
